303	1	322	0
304	322	323	0
305	323	324	0
306	324	321	1
307	321	320	0
308	320	319	0
309	319	18	0
310	18	260	0
311	260	261	1
312	261	262	0
313	262	266	0
314	262	263	0
315	263	264	0
316	264	265	0
317	265	254	1
318	254	253	0
319	253	252	0
320	252	251	0
321	251	250	0
322	251	255	0
323	255	256	1
324	256	257	0
325	257	258	0
326	258	259	0
327	259	1062	1
328	1062	1061	0
329	1061	1060	0
330	1060	1059	0
331	1059	1058	1
332	1058	1054	0
333	1054	1055	0
334	1054	1053	0
335	1053	1052	1
336	1052	71	0
337	71	1051	0
338	1051	1050	0
339	1050	1049	0
340	1049	1048	1
341	1048	1047	0
342	1047	1046	0
343	1046	70	0
344	70	1035	0
345	1035	1036	1
346	1036	1037	0
347	1037	1041	0
348	1037	1038	0
349	1038	1039	0
350	1039	1040	0
351	1040	1029	1
352	1029	1028	0
353	1028	1027	0
354	1027	1026	0
355	1026	1030	0
356	1026	1025	0
357	1025	1024	1
358	1024	69	0
359	69	1021	0
360	1021	1022	0
361	1022	1023	0
362	1023	1020	1
363	1020	1019	0
364	1019	1018	0
365	1018	68	0
366	68	1007	0
367	1007	1008	1
368	1008	1009	0
369	1009	1013	0
370	1009	1010	0
371	1010	1011	0
372	1011	1012	0
373	1012	1001	1
374	1001	1000	0
375	1000	999	0
376	999	998	0
377	998	1002	0
378	998	997	0
379	997	996	1
380	996	67	0
381	67	993	0
382	993	994	0
383	994	995	0
384	995	992	1
385	992	991	0
386	991	990	0
387	990	66	0
388	66	979	0
389	979	980	1
390	980	981	0
391	981	985	0
392	981	982	0
393	982	983	0
394	983	984	0
395	984	973	1
396	973	972	0
397	972	971	0
398	971	970	0
399	970	974	0
400	970	969	0
401	969	968	1
402	968	65	0
403	65	965	0
404	965	966	0
405	966	967	0
406	967	964	1
407	964	963	0
408	963	962	0
409	962	64	0
410	64	951	0
411	951	952	1
412	952	953	0
413	953	957	0
414	953	954	0
415	954	955	0
416	955	956	0
417	956	945	1
418	945	944	0
419	944	943	0
420	943	942	0
421	942	946	0
422	942	941	0
423	941	940	1
424	940	63	0
425	63	937	0
426	937	938	0
427	938	939	0
428	939	936	1
429	936	935	0
430	935	934	0
431	934	62	0
432	62	923	0
433	923	924	1
434	924	925	0
435	925	929	0
436	925	926	0
437	926	927	0
438	927	928	0
439	928	917	1
440	917	916	0
441	916	915	0
442	915	914	0
443	914	918	0
444	914	913	0
445	913	912	1
446	912	61	0
447	61	911	0
448	911	910	0
449	910	909	0
450	909	908	1
451	908	907	0
452	907	906	0
453	906	60	0
454	60	895	0
455	895	896	1
456	896	897	0
457	897	901	0
458	897	898	0
459	898	899	0
460	899	900	0
461	900	889	1
462	889	888	0
463	888	887	0
464	887	886	0
465	886	890	0
466	886	885	0
467	885	884	1
468	884	59	0
469	59	881	0
470	881	882	0
471	882	883	0
472	883	880	1
473	880	879	0
474	879	878	0
475	878	58	0
476	58	867	0
477	867	868	1
478	868	869	0
479	869	873	0
480	869	870	0
481	870	871	0
482	871	872	0
483	872	861	1
484	861	860	0
485	860	859	0
486	859	858	0
487	858	857	0
488	858	862	0
489	862	863	1
490	863	864	0
491	864	865	0
492	865	866	0
493	866	877	1
494	877	876	0
495	876	875	0
496	875	874	0
497	874	873	1
498	857	856	1
499	856	57	0
500	57	853	0
501	853	854	0
502	854	855	0
503	855	852	1
504	852	851	0
505	851	850	0
506	850	56	0
507	56	839	0
508	839	840	1
509	840	841	0
510	841	845	0
511	841	842	0
512	842	843	0
513	843	844	0
514	844	833	1
515	833	832	0
516	832	831	0
517	831	830	0
518	830	834	0
519	830	829	0
520	829	828	1
521	828	55	0
522	55	1077	0
523	1077	1078	0
524	1078	1079	0
525	1079	1076	1
526	1076	1075	0
527	1075	1074	0
528	1074	72	0
529	72	1063	0
530	1063	1064	1
531	1064	1065	0
532	1065	1069	0
533	1065	1066	0
534	1066	1067	0
535	1067	1068	0
536	1068	1057	1
537	1057	1056	0
538	1056	1055	0
539	1069	1070	1
540	1070	1071	0
541	1071	1072	0
542	1072	1073	0
543	1073	270	1
544	270	269	0
545	269	268	0
546	268	267	0
547	267	266	1
548	834	835	1
549	835	836	0
550	836	837	0
551	837	838	0
552	838	849	1
553	849	848	0
554	848	847	0
555	847	846	0
556	846	845	1
557	890	891	1
558	891	892	0
559	892	893	0
560	893	894	0
561	894	905	1
562	905	904	0
563	904	903	0
564	903	902	0
565	902	901	1
566	918	919	1
567	919	920	0
568	920	921	0
569	921	922	0
570	922	933	1
571	933	932	0
572	932	931	0
573	931	930	0
574	930	929	1
575	946	947	1
576	947	948	0
577	948	949	0
578	949	950	0
579	950	961	1
580	961	960	0
581	960	959	0
582	959	958	0
583	958	957	1
584	974	975	1
585	975	976	0
586	976	977	0
587	977	978	0
588	978	989	1
589	989	988	0
590	988	987	0
591	987	986	0
592	986	985	1
593	1002	1003	1
594	1003	1004	0
595	1004	1005	0
596	1005	1006	0
597	1006	215	1
598	215	214	0
599	214	213	1
600	213	212	0
601	212	211	1
602	211	207	0
603	207	206	0
604	207	208	0
605	208	209	0
606	209	210	0
607	210	221	1
608	221	220	0
609	220	219	0
610	219	218	0
611	218	217	0
612	218	222	0
613	222	223	1
614	223	224	0
615	224	225	0
616	225	226	0
617	226	1017	1
618	1017	1016	0
619	1016	1015	0
620	1015	1014	0
621	1014	1013	1
622	217	216	1
623	216	14	0
624	14	307	0
625	307	308	0
626	308	309	0
627	309	312	1
628	312	311	0
629	311	310	0
630	310	15	0
631	15	227	0
632	227	228	1
633	228	229	0
634	229	230	0
635	229	233	0
636	233	234	1
637	234	235	0
638	235	236	0
639	236	237	0
640	237	1034	1
641	1034	1033	0
642	1033	1032	0
643	1032	1031	0
644	1031	1030	1
645	230	231	0
646	231	232	0
647	232	243	1
648	243	242	0
649	242	241	0
650	241	240	0
651	240	239	0
652	240	244	0
653	244	245	1
654	245	246	0
655	246	247	0
656	247	248	0
657	248	1045	1
658	1045	1044	0
659	1044	1043	0
660	1043	1042	0
661	1042	1041	1
662	239	238	1
663	238	16	0
664	16	313	0
665	313	314	0
666	314	315	0
667	315	318	1
668	318	317	0
669	317	316	0
670	316	17	0
671	17	249	0
672	249	250	1
673	206	205	1
674	205	13	0
675	13	304	0
676	304	305	0
677	305	306	0
678	306	303	1
679	303	302	0
680	302	301	0
681	301	12	0
682	12	194	0
683	194	195	1
684	195	196	0
685	196	197	0
686	196	200	0
687	200	201	1
688	201	202	0
689	202	203	0
690	203	204	0
691	204	736	1
692	736	735	0
693	735	734	0
694	734	733	0
695	733	732	1
696	732	728	0
697	728	727	0
698	728	729	0
699	729	730	0
700	730	731	0
701	731	720	1
702	720	719	0
703	719	718	0
704	718	717	0
705	717	716	0
706	717	721	0
707	721	722	1
708	722	723	0
709	723	724	0
710	724	725	0
711	725	193	1
712	193	192	0
713	192	191	0
714	191	190	0
715	190	189	1
716	189	185	0
717	185	184	0
718	185	186	0
719	186	187	0
720	187	188	0
721	188	199	1
722	199	198	0
723	198	197	0
724	184	183	1
725	183	11	0
726	11	298	0
727	298	299	0
728	299	300	0
729	300	297	1
730	297	296	0
731	296	295	0
732	295	10	0
733	10	172	0
734	172	173	1
735	173	174	0
736	174	175	0
737	174	178	0
738	178	179	1
739	179	180	0
740	180	181	0
741	181	182	0
742	182	708	1
743	708	707	0
744	707	706	0
745	706	705	0
746	705	704	1
747	704	700	0
748	700	699	0
749	700	701	0
750	701	702	0
751	702	703	0
752	703	692	1
753	692	691	0
754	691	690	0
755	690	689	0
756	689	688	0
757	689	693	0
758	693	694	1
759	694	695	0
760	695	696	0
761	696	697	0
762	697	171	1
763	171	170	0
764	170	169	0
765	169	168	0
766	168	167	1
767	167	163	0
768	163	162	0
769	163	164	0
770	164	165	0
771	165	166	0
772	166	177	1
773	177	176	0
774	176	175	0
775	162	161	1
776	161	9	0
777	9	292	0
778	292	293	0
779	293	294	0
780	294	291	1
781	291	290	0
782	290	289	0
783	289	8	0
784	8	150	0
785	150	151	1
786	151	152	0
787	152	153	0
788	152	156	0
789	156	157	1
790	157	158	0
791	158	159	0
792	159	160	0
793	160	680	1
794	680	679	0
795	679	678	0
796	678	677	0
797	677	676	1
798	676	672	0
799	672	671	0
800	672	673	0
801	673	674	0
802	674	675	0
803	675	664	1
804	664	663	0
805	663	662	0
806	662	661	0
807	661	665	0
808	661	660	0
809	660	659	1
810	659	43	0
811	43	656	0
812	656	657	0
813	657	658	0
814	658	655	1
815	655	654	0
816	654	653	0
817	653	42	0
818	42	642	0
819	642	643	1
820	643	644	0
821	644	645	0
822	644	648	0
823	648	649	1
824	649	650	0
825	650	651	0
826	651	652	0
827	652	641	1
828	641	640	0
829	640	639	0
830	639	638	0
831	638	637	1
832	637	633	0
833	633	634	0
834	633	632	0
835	632	631	1
836	631	41	0
837	41	628	0
838	628	629	0
839	629	630	0
840	630	627	1
841	627	626	0
842	626	625	0
843	625	40	0
844	40	614	0
845	614	615	1
846	615	616	0
847	616	620	0
848	616	617	0
849	617	618	0
850	618	619	0
851	619	608	1
852	608	607	0
853	607	606	0
854	606	605	0
855	605	609	0
856	605	604	0
857	604	603	1
858	603	39	0
859	39	600	0
860	600	601	0
861	601	602	0
862	602	599	1
863	599	598	0
864	598	597	0
865	597	38	0
866	38	586	0
867	586	587	1
868	587	588	0
869	588	589	0
870	588	590	0
871	590	591	0
872	591	592	0
873	592	580	1
874	580	579	0
875	579	578	0
876	578	577	0
877	577	576	0
878	577	581	0
879	581	582	1
880	582	583	0
881	583	584	0
882	584	585	0
883	585	596	1
884	596	595	0
885	595	594	0
886	594	593	0
887	593	589	1
888	576	575	1
889	575	37	0
890	37	825	0
891	825	826	0
892	826	827	0
893	827	824	1
894	824	823	0
895	823	822	0
896	822	54	0
897	54	811	0
898	811	812	1
899	812	813	0
900	813	814	0
901	813	817	0
902	817	818	1
903	818	819	0
904	819	820	0
905	820	821	0
906	821	810	1
907	810	809	0
908	809	808	0
909	808	807	0
910	807	806	1
911	806	802	0
912	802	801	0
913	802	803	0
914	803	804	0
915	804	805	0
916	805	816	1
917	816	815	0
918	815	814	0
919	801	800	1
920	800	53	0
921	53	797	0
922	797	798	0
923	798	799	0
924	799	796	1
925	796	795	0
926	795	794	0
927	794	52	0
928	52	783	0
929	783	784	1
930	784	785	0
931	785	786	0
932	785	789	0
933	789	790	1
934	790	791	0
935	791	792	0
936	792	793	0
937	793	782	1
938	782	781	0
939	781	780	0
940	780	779	0
941	779	778	1
942	778	774	0
943	774	773	0
944	774	775	0
945	775	776	0
946	776	777	0
947	777	788	1
948	788	787	0
949	787	786	0
950	773	772	1
951	772	51	0
952	51	771	0
953	771	770	0
954	770	769	0
955	769	768	1
956	768	767	0
957	767	766	0
958	766	50	0
959	50	754	0
960	754	755	1
961	755	756	0
962	756	757	0
963	756	760	0
964	760	761	1
965	761	762	0
966	762	763	0
967	763	764	0
968	764	753	1
969	753	752	0
970	752	751	0
971	751	750	0
972	750	749	1
973	749	745	0
974	745	744	0
975	745	746	0
976	746	747	0
977	747	748	0
978	748	759	1
979	759	758	0
980	758	757	0
981	744	743	1
982	743	49	0
983	49	740	0
984	740	741	0
985	741	742	0
986	742	739	1
987	739	738	0
988	738	737	0
989	737	48	0
990	48	726	0
991	726	727	1
992	609	610	1
993	610	611	0
994	611	612	0
995	612	613	0
996	613	624	1
997	624	623	0
998	623	622	0
999	622	621	0
1000	621	620	1
1001	634	635	0
1002	635	636	0
1003	636	647	1
1004	647	646	0
1005	646	645	0
1006	665	666	1
1007	666	667	0
1008	667	668	0
1009	668	669	0
1010	669	149	1
1011	149	148	0
1012	148	147	0
1013	147	146	0
1014	146	145	1
1015	145	141	0
1016	141	140	0
1017	141	142	0
1018	142	143	0
1019	143	144	0
1020	144	155	1
1021	155	154	0
1022	154	153	0
1023	140	139	1
1024	139	7	0
1025	7	286	0
1026	286	287	0
1027	287	288	0
1028	288	285	1
1029	285	284	0
1030	284	283	0
1031	283	6	0
1032	6	128	0
1033	128	129	1
1034	671	670	1
1035	670	44	0
1036	44	681	0
1037	681	682	0
1038	682	683	0
1039	683	686	1
1040	686	685	0
1041	685	684	0
1042	684	45	0
1043	45	687	0
1044	687	688	1
1045	699	698	1
1046	698	46	0
1047	46	709	0
1048	709	710	0
1049	710	711	0
1050	711	714	1
1051	714	713	0
1052	713	712	0
1053	712	47	0
1054	47	715	0
1055	715	716	1
1056	76	77	0
1057	77	78	0
1058	78	89	1
1059	89	88	0
1060	88	87	0
1061	87	86	0
1062	86	90	0
1063	86	85	0
1064	85	84	1
1065	90	91	1
1066	91	92	0
1067	92	93	0
1068	93	94	0
1069	94	346	1
1070	346	345	0
1071	345	344	0
1072	344	343	0
1073	343	342	1
1074	342	338	0
1075	338	337	0
1076	338	339	0
1077	339	340	0
1078	340	341	0
1079	341	330	1
1080	330	329	0
1081	329	328	0
1082	337	336	1
1083	336	20	0
1084	20	347	0
1085	347	348	0
1086	348	349	0
1087	349	352	1
1088	352	351	0
1089	351	350	0
1090	350	21	0
1091	21	353	0
1092	353	354	1
1093	533	534	0
1094	534	535	0
1095	535	524	1
1096	524	523	0
1097	523	522	0
1098	508	509	1
1099	509	510	0
1100	510	511	0
1101	511	512	0
1102	512	501	1
1103	501	500	0
1104	500	499	0
1105	499	498	0
1106	498	497	1
1107	483	484	0
1108	484	459	0
1109	459	475	1
1110	475	474	0
1111	474	473	0
1112	109	110	0
1113	110	111	0
1114	111	100	1
1115	100	99	0
1116	99	98	0
